"","ticker","date","close"
"1","LUV",2014-12-31,34.2
"2","LUV",2013-12-31,18.84
"3","LUV",2012-12-31,10.24
"4","LUV",2011-12-31,8.56
"5","LUV",2010-12-31,12.98
"6","LUV",2009-12-31,11.43
"7","LUV",2008-12-31,8.62
"8","LUV",2007-12-31,12.2
"9","LUV",2006-12-31,15.32
"10","LUV",2005-12-31,16.43
"11","LUV",2004-12-31,16.28
"12","LUV",2003-12-31,16.14
"13","LUV",2002-12-31,13.9
"14","LUV",2001-12-31,18.48
"15","LUV",2000-12-31,22.36
"16","LUV",1999-12-31,10.76
"17","LUV",1998-12-31,10.09
"18","LUV",1997-12-31,7.31
"19","LUV",1996-12-31,4.35
"20","LUV",1995-12-31,4.55
"21","LUV",1994-12-31,3.32
"22","LUV",1993-12-31,1.46
"23","LUV",1992-12-31,3.89
"24","LUV",1991-12-31,2.25
"25","LUV",1990-12-31,1.16
"26","LUV",1989-12-31,1.06
"27","LUV",1988-12-31,0.89
"28","LUV",1987-12-31,0.59
"29","LUV",1986-12-31,0.91
"30","LUV",1985-12-31,1.18
"31","LUV",1984-12-31,0.97
"32","LUV",1983-12-31,1.2
"33","LUV",1982-12-31,0.94
"34","LUV",1981-12-31,0.51
"35","DAL",2014-12-31,37.48
"36","DAL",2013-12-31,27.47
"37","DAL",2012-12-31,11.87
"38","DAL",2011-12-31,8.09
"39","DAL",2010-12-31,12.6
"40","DAL",2009-12-31,11.38
"41","DAL",2008-12-31,11.46
"42","DAL",2007-12-31,14.89
"43","JBLU",2014-12-31,11.18
"44","JBLU",2013-12-31,8.54
"45","JBLU",2012-12-31,5.72
"46","JBLU",2011-12-31,5.2
"47","JBLU",2010-12-31,6.61
"48","JBLU",2009-12-31,5.45
"49","JBLU",2008-12-31,7.1
"50","JBLU",2007-12-31,5.9
"51","JBLU",2006-12-31,14.2
"52","JBLU",2005-12-31,15.38
"53","JBLU",2004-12-31,15.48
"54","JBLU",2003-12-31,17.68
"55","JBLU",2002-12-31,12.01
"56","ALK",2014-12-31,46.77
"57","ALK",2013-12-31,36.68
"58","ALK",2012-12-31,21.54
"59","ALK",2011-12-31,18.77
"60","ALK",2010-12-31,14.17
"61","ALK",2009-12-31,8.64
"62","ALK",2008-12-31,7.31
"63","ALK",2007-12-31,6.25
"64","ALK",2006-12-31,9.88
"65","ALK",2005-12-31,8.93
"66","ALK",2004-12-31,8.37
"67","ALK",2003-12-31,6.82
"68","ALK",2002-12-31,5.41
"69","ALK",2001-12-31,7.28
"70","ALK",2000-12-31,7.44
"71","ALK",1999-12-31,8.78
"72","ALK",1998-12-31,11.06
"73","ALK",1997-12-31,19.38
"74","ALK",1996-12-31,10.5
"75","ALK",1995-12-31,8.12
"76","ALK",1994-12-31,7.5
"77","ALK",1993-12-31,7.06
"78","ALK",1992-12-31,8.25
"79","ALK",1991-12-31,10.88
"80","ALK",1990-12-31,8.75
"81","ALK",1989-12-31,10.31
"82","ALK",1988-12-31,10
"83","ALK",1987-12-31,6.75
"84","ALK",1986-12-31,10
"85","ALK",1985-12-31,8.06
"86","ALK",1984-12-31,7.56
"87","ALK",1983-12-31,7.06
"88","ALK",1982-12-31,6.62
"89","ALK",1981-12-31,3.06
"90","LCC",2013-12-31,22.55
"91","LCC",2012-12-31,13.5
"92","LCC",2011-12-31,5.07
"93","LCC",2010-12-31,10.01
"94","LCC",2009-12-31,4.84
"95","LCC",2008-12-31,7.73
"96","LCC",2007-12-31,14.71
"97","LCC",2006-12-31,53.85
"98","LCC",2005-12-31,37.14
"99","LCC",2004-12-31,6.58
"100","LCC",2003-12-31,12.4
"101","UAL",2014-12-31,49.06
"102","UAL",2013-12-31,37.83
"103","UAL",2012-12-31,23.38
"104","UAL",2011-12-31,18.87
"105","UAL",2010-12-31,23.82
"106","UAL",2009-12-31,12.91
"107","UAL",2008-12-31,11.02
"108","UAL",2007-12-31,35.66
"109","UAL",2006-12-31,44
"110","BBT",2014-12-31,36.07
"111","BBT",2013-12-31,37.32
"112","BBT",2012-12-31,29.11
"113","BBT",2011-12-31,25.17
"114","BBT",2010-12-31,26.29
"115","BBT",2009-12-31,25.37
"116","BBT",2008-12-31,27.46
"117","BBT",2007-12-31,30.67
"118","BBT",2006-12-31,43.93
"119","BBT",2005-12-31,41.91
"120","BBT",2004-12-31,42.05
"121","BBT",2003-12-31,38.64
"122","BBT",2002-12-31,36.99
"123","BBT",2001-12-31,36.11
"124","BBT",2000-12-31,37.31
"125","BBT",1999-12-31,27.38
"126","BBT",1998-12-31,40.31
"127","AMZN",2014-12-31,315.33
"128","AMZN",2013-12-31,398.79
"129","AMZN",2012-12-31,250.87
"130","AMZN",2011-12-31,173.1
"131","AMZN",2010-12-31,180
"132","AMZN",2009-12-31,134.52
"133","AMZN",2008-12-31,51.28
"134","AMZN",2007-12-31,92.64
"135","AMZN",2006-12-31,39.46
"136","AMZN",2005-12-31,47.15
"137","AMZN",2004-12-31,44.29
"138","AMZN",2003-12-31,52.62
"139","AMZN",2002-12-31,18.89
"140","AMZN",2001-12-31,10.82
"141","AMZN",2000-12-31,15.56
"142","AMZN",1999-12-31,76.12
"143","AMZN",1998-12-31,53.49
"144","AMZN",1997-12-31,5.02
"145","AET",2014-12-31,78.39
"146","AET",2013-12-31,68.59
"147","AET",2012-12-31,46.31
"148","AET",2011-12-31,42.19
"149","AET",2010-12-31,30.51
"150","AET",2009-12-31,31.7
"151","AET",2008-12-31,28.5
"152","AET",2007-12-31,57.73
"153","AET",2006-12-31,43.18
"154","AET",2005-12-31,47.16
"155","AET",2004-12-31,31.19
"156","AET",2003-12-31,16.9
"157","AET",2002-12-31,10.28
"158","AET",2001-12-31,8.25
"159","AET",2000-12-31,10.27
"160","AET",1999-12-31,7.09
"161","AET",1998-12-31,9.99
"162","AET",1997-12-31,NA
"163","AET",1996-12-31,NA
"164","AET",1995-12-31,NA
"165","AET",1994-12-31,NA
"166","AET",1993-12-31,NA
"167","AET",1992-12-31,NA
"168","AET",1991-12-31,NA
"169","AET",1990-12-31,NA
"170","AET",1989-12-31,NA
"171","AET",1988-12-31,NA
"172","AET",1987-12-31,NA
"173","AET",1986-12-31,NA
"174","AET",1985-12-31,NA
"175","AET",1984-12-31,NA
"176","AET",1983-12-31,NA
"177","AET",1982-12-31,NA
"178","AET",1981-12-31,NA
"179","CI",2014-12-31,92.71
"180","CI",2013-12-31,87.48
"181","CI",2012-12-31,53.46
"182","CI",2011-12-31,42
"183","CI",2010-12-31,36.66
"184","CI",2009-12-31,35.27
"185","CI",2008-12-31,16.85
"186","CI",2007-12-31,53.73
"187","CI",2006-12-31,43.86
"188","CI",2005-12-31,37.23
"189","CI",2004-12-31,27.19
"190","CI",2003-12-31,19.17
"191","CI",2002-12-31,13.69
"192","CI",2001-12-31,30.85
"193","CI",2000-12-31,44.06
"194","CI",1999-12-31,26.83
"195","CI",1998-12-31,25.75
"196","CI",1997-12-31,19.11
"197","CI",1996-12-31,15.15
"198","CI",1995-12-31,11.45
"199","CI",1994-12-31,7.06
"200","CI",1993-12-31,6.96
"201","CI",1992-12-31,6.5
"202","CI",1991-12-31,6.78
"203","CI",1990-12-31,4.53
"204","CI",1989-12-31,6.6
"205","CI",1988-12-31,5.23
"206","CI",1987-12-31,4.87
"207","CI",1986-12-31,6.1
"208","CI",1985-12-31,7.12
"209","CI",1984-12-31,4.92
"210","CI",1983-12-31,4.85
"211","CI",1982-12-31,4.91
"212","MAR",2014-12-31,68.42
"213","MAR",2013-12-31,49.35
"214","MAR",2012-12-31,37.27
"215","MAR",2011-12-31,29.17
"216","MAR",2010-12-31,41.54
"217","MAR",2009-12-31,27.25
"218","MAR",2008-12-31,19.45
"219","MAR",2007-12-31,34.18
"220","MAR",2006-12-31,47.72
"221","MAR",2005-12-31,66.97
"222","MAR",2004-12-31,62.98
"223","MAR",2003-12-31,46.2
"224","MAR",2002-12-31,32.87
"225","MAR",2001-12-31,40.65
"226","MAR",2000-12-31,42.25
"227","MAR",1999-12-31,31.56
"228","MAR",1998-12-31,29
"229","MAR",2014-12-31,68.42
"230","MAR",2013-12-31,49.35
"231","MAR",2012-12-31,37.27
"232","MAR",2011-12-31,29.17
"233","MAR",2010-12-31,41.54
"234","MAR",2009-12-31,27.25
"235","MAR",2008-12-31,19.45
"236","MAR",2007-12-31,34.18
"237","MAR",2006-12-31,47.72
"238","MAR",2005-12-31,66.97
"239","MAR",2004-12-31,62.98
"240","MAR",2003-12-31,46.2
"241","MAR",2002-12-31,32.87
"242","MAR",2001-12-31,40.65
"243","MAR",2000-12-31,42.25
"244","MAR",1999-12-31,31.56
"245","MAR",1998-12-31,29
"246","TRV",2014-12-31,95.58
"247","TRV",2013-12-31,90.54
"248","TRV",2012-12-31,71.82
"249","TRV",2011-12-31,59.17
"250","TRV",2010-12-31,55.71
"251","TRV",2009-12-31,49.86
"252","TRV",2008-12-31,45.2
"253","TRV",2007-12-31,53.8
"254","TRV",2006-12-31,53.69
"255","TRV",2005-12-31,44.67
"256","TRV",2004-12-31,37.07
"257","TRV",2003-12-31,39.65
"258","TRV",2002-12-31,34.05
"259","TRV",2001-12-31,43.97
"260","TRV",2000-12-31,54.31
"261","TRV",1999-12-31,33.69
"262","TRV",1998-12-31,34.81
"263","TRV",1997-12-31,41.03
"264","TRV",1996-12-31,29.31
"265","TRV",1995-12-31,27.81
"266","TRV",1994-12-31,22.38
"267","TRV",1993-12-31,7.49
"268","TRV",1992-12-31,19.25
"269","TRV",1991-12-31,18.22
"270","TRV",1990-12-31,15.69
"271","TRV",1989-12-31,14.78
"272","TRV",1988-12-31,10.88
"273","TRV",1987-12-31,11.5
"274","TRV",1986-12-31,10.06
"275","TRV",1985-12-31,9.98
"276","TRV",1984-12-31,6.7
"277","TRV",1983-12-31,7.56
"278","TRV",1982-12-31,7.64
"279","TRV",1981-12-31,6.11
"280","CHTR",2014-12-31,151.14
"281","CHTR",2013-12-31,136.76
"282","CHTR",2012-12-31,76.24
"283","CHTR",2011-12-31,56.94
"284","CHTR",2010-12-31,38.94
"285","CHTR",2009-12-31,0.02
"286","CHTR",2008-12-31,0.08
"287","CHTR",2007-12-31,1.17
"288","CHTR",2006-12-31,3.06
"289","CHTR",2005-12-31,1.22
"290","CHTR",2004-12-31,2.24
"291","CHTR",2003-12-31,4.02
"292","CHTR",2002-12-31,1.18
"293","CHTR",2001-12-31,16.43
"294","CHTR",2000-12-31,22.69
"295","CHTR",1999-12-31,21.88
"296","CMCSA",2014-12-31,51.49
"297","CMCSA",2013-12-31,51.96
"298","CMCSA",2012-12-31,37.36
"299","CMCSA",2011-12-31,23.71
"300","CMCSA",2010-12-31,21.97
"301","CMCSA",2009-12-31,16.86
"302","CMCSA",2008-12-31,16.88
"303","CMCSA",2007-12-31,18.26
"304","CMCSA",2006-12-31,28.22
"305","CMCSA",2005-12-31,17.28
"306","CMCSA",2004-12-31,22.19
"307","CMCSA",2003-12-31,21.86
"308","CMCSA",2002-12-31,15.72
"309","CMCSA",2001-12-31,24.01
"310","CMCSA",2000-12-31,27.56
"311","CMCSA",1999-12-31,31.93
"312","CMCSA",1998-12-31,19.16
"313","CMCSA",1997-12-31,10.63
"314","CMCSA",1996-12-31,5.88
"315","CMCSA",1995-12-31,5.88
"316","CMCSA",1994-12-31,5.13
"317","CMCSA",1993-12-31,8.09
"318","CMCSA",1992-12-31,4.31
"319","CMCSA",1991-12-31,3.73
"320","CMCSA",1990-12-31,2.92
"321","CMCSA",1989-12-31,3.73
"322","CMCSA",1988-12-31,2.49
"323","CMCSA",1987-12-31,2.44
"324","CMCSA",1986-12-31,1.7
"325","CMCSA",1985-12-31,1.48
"326","CMCSA",1984-12-31,0.89
"327","CMCSA",1983-12-31,0.69
"328","CMCSA",1982-12-31,0.51
"329","CMCSA",1981-12-31,0.39
"330","TWC",2014-12-31,139.43
"331","TWC",2013-12-31,135.5
"332","TWC",2012-12-31,97.19
"333","TWC",2011-12-31,63.57
"334","TWC",2010-12-31,66.03
"335","TWC",2009-12-31,41.39
"336","TWC",2008-12-31,64.35
"337","TWC",2007-12-31,82.8
"338","CTL",2014-12-31,40.09
"339","CTL",2013-12-31,31.85
"340","CTL",2012-12-31,39.12
"341","CTL",2011-12-31,37.2
"342","CTL",2010-12-31,46.17
"343","CTL",2009-12-31,36.21
"344","CTL",2008-12-31,27.33
"345","CTL",2007-12-31,41.46
"346","CTL",2006-12-31,43.66
"347","CTL",2005-12-31,33.16
"348","CTL",2004-12-31,35.47
"349","CTL",2003-12-31,32.62
"350","CTL",2002-12-31,29.38
"351","CTL",2001-12-31,32.8
"352","CTL",2000-12-31,35.75
"353","CTL",1999-12-31,47.38
"354","CTL",1998-12-31,45.02
"355","CTL",1997-12-31,22.16
"356","CTL",1996-12-31,13.73
"357","CTL",1995-12-31,14.12
"358","CTL",1994-12-31,13.12
"359","CTL",1993-12-31,11.45
"360","CTL",1992-12-31,12.72
"361","CTL",1991-12-31,9.01
"362","CTL",1990-12-31,9.35
"363","CTL",1989-12-31,10.68
"364","CTL",1988-12-31,6.23
"365","GPS",2014-12-31,36.77
"366","GPS",2013-12-31,39.08
"367","GPS",2012-12-31,31.04
"368","GPS",2011-12-31,18.55
"369","GPS",2010-12-31,22.14
"370","GPS",2009-12-31,20.95
"371","GPS",2008-12-31,13.39
"372","GPS",2007-12-31,21.28
"373","GPS",2006-12-31,19.5
"374","GPS",2005-12-31,17.64
"375","GPS",2004-12-31,21.12
"376","GPS",2003-12-31,23.21
"377","GPS",2002-12-31,15.52
"378","GPS",2001-12-31,13.94
"379","GPS",2000-12-31,25.5
"380","GPS",1999-12-31,46
"381","GPS",1998-12-31,37.44
"382","GPS",1997-12-31,15.77
"383","GPS",1996-12-31,8.94
"384","GPS",1995-12-31,6.23
"385","GPS",1994-12-31,4.53
"386","GPS",1993-12-31,5.84
"387","GPS",1992-12-31,4.9
"388","GPS",1991-12-31,7.94
"389","GPS",1990-12-31,2.46
"390","GPS",1989-12-31,1.91
"391","GPS",1988-12-31,0.06
"392","GPS",1987-12-31,0.75
"393","GPS",1986-12-31,1.33
"394","GPS",1985-12-31,0.58
"395","GPS",1984-12-31,0.19
"396","GPS",1983-12-31,0.19
"397","GPS",1982-12-31,0.15
"398","GPS",1981-12-31,0.08
"399","GPS",1980-12-31,0.07
"400","KSS",2014-12-31,58.71
"401","KSS",2013-12-31,56.75
"402","KSS",2012-12-31,42.98
"403","KSS",2011-12-31,49.35
"404","KSS",2010-12-31,54.34
"405","KSS",2009-12-31,53.93
"406","KSS",2008-12-31,36.2
"407","KSS",2007-12-31,45.8
"408","KSS",2006-12-31,68.43
"409","KSS",2005-12-31,48.6
"410","KSS",2004-12-31,49.17
"411","KSS",2003-12-31,44.94
"412","KSS",2002-12-31,55.95
"413","KSS",2001-12-31,70.44
"414","KSS",2000-12-31,61
"415","KSS",1999-12-31,36.09
"416","KSS",1998-12-31,30.72
"417","KSS",1997-12-31,17.03
"418","KSS",1996-12-31,9.81
"419","KSS",1995-12-31,6.56
"420","KSS",1994-12-31,4.97
"421","KSS",1993-12-31,6.28
"422","KSS",1992-12-31,3.75
"423","AMZN",2014-12-31,315.33
"424","AMZN",2013-12-31,398.79
"425","AMZN",2012-12-31,250.87
"426","AMZN",2011-12-31,173.1
"427","AMZN",2010-12-31,180
"428","AMZN",2009-12-31,134.52
"429","AMZN",2008-12-31,51.28
"430","AMZN",2007-12-31,92.64
"431","AMZN",2006-12-31,39.46
"432","AMZN",2005-12-31,47.15
"433","AMZN",2004-12-31,44.29
"434","AMZN",2003-12-31,52.62
"435","AMZN",2002-12-31,18.89
"436","AMZN",2001-12-31,10.82
"437","AMZN",2000-12-31,15.56
"438","AMZN",1999-12-31,76.12
"439","AMZN",1998-12-31,53.49
"440","AMZN",1997-12-31,5.02
"441","COST",2014-12-31,130.28
"442","COST",2013-12-31,119.02
"443","COST",2012-12-31,98.73
"444","COST",2011-12-31,83.32
"445","COST",2010-12-31,72.21
"446","COST",2009-12-31,59.17
"447","COST",2008-12-31,52.5
"448","COST",2007-12-31,69.76
"449","COST",2006-12-31,52.87
"450","COST",2005-12-31,49.47
"451","COST",2004-12-31,48.41
"452","COST",2003-12-31,37.18
"453","COST",2002-12-31,28.06
"454","COST",2001-12-31,44.38
"455","COST",2000-12-31,39.94
"456","COST",1999-12-31,45.62
"457","COST",1998-12-31,36.09
"458","COST",1997-12-31,22.31
"459","COST",1996-12-31,12.56
"460","COST",1995-12-31,7.62
"461","COST",1994-12-31,6.44
"462","COST",1993-12-31,9.62
"463","COST",1992-12-31,8.5
"464","COST",1991-12-31,11.78
"465","COST",1990-12-31,9.2
"466","COST",1989-12-31,10.85
"467","COST",1988-12-31,8.79
"468","COST",1987-12-31,7.68
"469","COST",1986-12-31,7.68
"470","COST",1985-12-31,8.21
"471","COST",1984-12-31,4.9
"472","COST",1983-12-31,3.8
"473","COST",1982-12-31,2.81
"474","M",2014-12-31,58.38
"475","M",2013-12-31,53.4
"476","M",2012-12-31,39.02
"477","M",2011-12-31,32.18
"478","M",2010-12-31,25.3
"479","M",2009-12-31,16.76
"480","M",2008-12-31,10.35
"481","M",2007-12-31,25.87
"482","M",2006-12-31,38.13
"483","M",2005-12-31,66.33
"484","M",2004-12-31,57.79
"485","M",2003-12-31,47.13
"486","M",2002-12-31,14.38
"487","M",2001-12-31,20.45
"488","M",2000-12-31,17.5
"489","M",1999-12-31,25.28
"490","M",1998-12-31,21.78
"491","M",1997-12-31,21.53
"492","M",1996-12-31,17.06
"493","M",1995-12-31,13.62
"494","M",1994-12-31,9.62
"495","M",1993-12-31,10.38
"496","M",1992-12-31,9.88
"497","JCP",2014-12-31,7.49
"498","JCP",2013-12-31,9.15
"499","JCP",2012-12-31,19.71
"500","JCP",2011-12-31,35.15
"501","JCP",2010-12-31,32.31
"502","JCP",2009-12-31,26.61
"503","JCP",2008-12-31,19.7
"504","JCP",2007-12-31,43.99
"505","JCP",2006-12-31,77.36
"506","JCP",2005-12-31,55.6
"507","JCP",2004-12-31,41.4
"508","JCP",2003-12-31,26.28
"509","JCP",2002-12-31,23.01
"510","JCP",2001-12-31,26.9
"511","JCP",2000-12-31,10.88
"512","JCP",1999-12-31,19.94
"513","JCP",1998-12-31,46.88
"514","JCP",1997-12-31,60.31
"515","JCP",1996-12-31,48.75
"516","JCP",1995-12-31,47.62
"517","JCP",1994-12-31,44.62
"518","JCP",1993-12-31,52.62
"519","JCP",1992-12-31,38.88
"520","JCP",1991-12-31,27.5
"521","JCP",1990-12-31,22.12
"522","JCP",1989-12-31,36.38
"523","JCP",1988-12-31,25.31
"524","JCP",1987-12-31,21.69
"525","JCP",1986-12-31,18.06
"526","JCP",1985-12-31,13.88
"527","JCP",1984-12-31,11.59
"528","JCP",1983-12-31,14.16
"529","JCP",1982-12-31,12.09
"530","JCP",1981-12-31,7.16
"531","WMT",2014-12-31,76.03
"532","WMT",2013-12-31,78.69
"533","WMT",2012-12-31,68.23
"534","WMT",2011-12-31,59.76
"535","WMT",2010-12-31,53.93
"536","WMT",2009-12-31,53.45
"537","WMT",2008-12-31,56.06
"538","WMT",2007-12-31,47.53
"539","WMT",2006-12-31,46.18
"540","WMT",2005-12-31,46.8
"541","WMT",2004-12-31,52.82
"542","WMT",2003-12-31,53.05
"543","WMT",2002-12-31,50.51
"544","WMT",2001-12-31,57.55
"545","WMT",2000-12-31,53.12
"546","WMT",1999-12-31,69.12
"547","WMT",1998-12-31,40.72
"548","WMT",1997-12-31,NA
"549","WMT",1996-12-31,NA
"550","WMT",1995-12-31,NA
"551","WMT",1994-12-31,NA
"552","WMT",1993-12-31,NA
"553","WMT",1992-12-31,NA
"554","WMT",1991-12-31,NA
"555","WMT",1990-12-31,NA
"556","WMT",1989-12-31,NA
"557","WMT",1988-12-31,NA
"558","WMT",1987-12-31,NA
"559","WMT",1986-12-31,NA
"560","WMT",1985-12-31,NA
"561","WMT",1984-12-31,NA
"562","WMT",1983-12-31,NA
"563","WMT",1982-12-31,NA
"564","WMT",1981-12-31,NA
"565","CHTR",2014-12-31,151.14
"566","CHTR",2013-12-31,136.76
"567","CHTR",2012-12-31,76.24
"568","CHTR",2011-12-31,56.94
"569","CHTR",2010-12-31,38.94
"570","CHTR",2009-12-31,0.02
"571","CHTR",2008-12-31,0.08
"572","CHTR",2007-12-31,1.17
"573","CHTR",2006-12-31,3.06
"574","CHTR",2005-12-31,1.22
"575","CHTR",2004-12-31,2.24
"576","CHTR",2003-12-31,4.02
"577","CHTR",2002-12-31,1.18
"578","CHTR",2001-12-31,16.43
"579","CHTR",2000-12-31,22.69
"580","CHTR",1999-12-31,21.88
"581","CMCSA",2014-12-31,51.49
"582","CMCSA",2013-12-31,51.96
"583","CMCSA",2012-12-31,37.36
"584","CMCSA",2011-12-31,23.71
"585","CMCSA",2010-12-31,21.97
"586","CMCSA",2009-12-31,16.86
"587","CMCSA",2008-12-31,16.88
"588","CMCSA",2007-12-31,18.26
"589","CMCSA",2006-12-31,28.22
"590","CMCSA",2005-12-31,17.28
"591","CMCSA",2004-12-31,22.19
"592","CMCSA",2003-12-31,21.86
"593","CMCSA",2002-12-31,15.72
"594","CMCSA",2001-12-31,24.01
"595","CMCSA",2000-12-31,27.56
"596","CMCSA",1999-12-31,31.93
"597","CMCSA",1998-12-31,19.16
"598","CMCSA",1997-12-31,10.63
"599","CMCSA",1996-12-31,5.88
"600","CMCSA",1995-12-31,5.88
"601","CMCSA",1994-12-31,5.13
"602","CMCSA",1993-12-31,8.09
"603","CMCSA",1992-12-31,4.31
"604","CMCSA",1991-12-31,3.73
"605","CMCSA",1990-12-31,2.92
"606","CMCSA",1989-12-31,3.73
"607","CMCSA",1988-12-31,2.49
"608","CMCSA",1987-12-31,2.44
"609","CMCSA",1986-12-31,1.7
"610","CMCSA",1985-12-31,1.48
"611","CMCSA",1984-12-31,0.89
"612","CMCSA",1983-12-31,0.69
"613","CMCSA",1982-12-31,0.51
"614","CMCSA",1981-12-31,0.39
"615","TWC",2014-12-31,139.43
"616","TWC",2013-12-31,135.5
"617","TWC",2012-12-31,97.19
"618","TWC",2011-12-31,63.57
"619","TWC",2010-12-31,66.03
"620","TWC",2009-12-31,41.39
"621","TWC",2008-12-31,64.35
"622","TWC",2007-12-31,82.8
"623","S&P 500",2014-12-31,1941.28
"624","S&P 500",2013-12-31,1848.36
"625","S&P 500",2012-12-31,1426.19
"626","S&P 500",2011-12-31,1257.6
"627","S&P 500",2010-12-31,1257.64
"628","S&P 500",2009-12-31,1115.1
"629","S&P 500",2008-12-31,903.25
"630","S&P 500",2007-12-31,1468.36
"631","S&P 500",2006-12-31,1418.3
"632","S&P 500",2005-12-31,1248.29
"633","S&P 500",2004-12-31,1211.92
"634","S&P 500",2003-12-31,1111.92
"635","S&P 500",2002-12-31,879.82
"636","S&P 500",2001-12-31,1148.08
"637","S&P 500",2000-12-31,1320.28
"638","S&P 500",1999-12-31,1469.25
"639","S&P 500",1998-12-31,1229.23
"640","S&P 500",1997-12-31,970.43
"641","S&P 500",1996-12-31,740.74
"642","S&P 500",1995-12-31,615.93
"643","S&P 500",1994-12-31,459.27
"644","S&P 500",1993-12-31,466.45
"645","S&P 500",1992-12-31,435.71
"646","S&P 500",1991-12-31,417.09
"647","S&P 500",1990-12-31,330.22
"648","S&P 500",1989-12-31,353.4
"649","S&P 500",1988-12-31,277.72
"650","S&P 500",1987-12-31,247.08
"651","S&P 500",1986-12-31,242.17
"652","S&P 500",1985-12-31,211.28
"653","S&P 500",1984-12-31,167.24
"654","S&P 500",1983-12-31,164.93
"655","S&P 500",1982-12-31,140.64
"656","S&P 500",1981-12-31,122.55
"657","S&P 500",1980-12-31,135.76
"658","S&P 500",1979-12-31,107.94
"659","S&P 500",1978-12-31,96.11
"660","S&P 500",1977-12-31,95.1
"661","S&P 500",1976-12-31,107.46
"662","S&P 500",1975-12-31,90.19
"663","S&P 500",1974-12-31,68.56
"664","S&P 500",1973-12-31,97.55
"665","S&P 500",1972-12-31,118.05
"666","S&P 500",1971-12-31,102.09
"667","S&P 500",1970-12-31,92.15
"668","S&P 500",1969-12-31,92.06
"669","S&P 500",1968-12-31,103.86
"670","S&P 500",1967-12-31,96.47
"671","S&P 500",1966-12-31,80.33
"672","S&P 500",1965-12-31,92.43
"673","S&P 500",1964-12-31,84.75
"674","S&P 500",1963-12-31,75.02
"675","S&P 500",1962-12-31,63.1
"676","S&P 500",1961-12-31,71.55
"677","S&P 500",1960-12-31,58.11
"678","S&P 500",1959-12-31,59.89
"679","S&P 500",1958-12-31,55.21
"680","S&P 500",1957-12-31,39.99
"681","S&P 500",1956-12-31,46.67
"682","S&P 500",1955-12-31,45.48
"683","S&P 500",1954-12-31,35.98
"684","S&P 500",1953-12-31,24.81
"685","S&P 500",1952-12-31,26.57
"686","S&P 500",1951-12-31,23.77
"687","S&P 500",1950-12-31,20.43
